pps,kbps,loss_rate,reorder_rate,jitter_mean_ms,jitter_max_ms,ia_mean_ms,ia_std_ms,owd_slope_ms_per_s,owd_range_ms,burst_mean_len,burst_frac,label
51.067093350349,70.26832045008022,0.0,0.02040816326530612,15.61233968082496,23.45290833121205,19.990041851997375,25.976680113770325,11.163904512227123,72.53408432006836,0.0,0.0,clean
52.92966307392946,72.83121638972693,0.0,0.0,11.457108700348844,16.563241835194795,19.365322589874268,21.122572752345857,2.907702516422334,61.00916862487793,0.0,0.0,clean
52.750253320664626,72.58434856923452,0.0,0.0392156862745098,14.482890062822795,22.490047083549417,19.336400032043457,24.102794581144217,5.093800566221941,50.39715766906738,0.0,0.0,congestion
54.29263419507322,74.70666465242074,0.0,0.0196078431372549,15.451897229048113,22.44168379991822,18.787078857421875,25.28583749568099,-1.683960639566648,61.02705001831055,0.0,0.0,congestion
37.01728105874065,50.93577873682713,0.0,0.058823529411764705,14.459808819247849,20.396746989652833,27.833028273148972,26.578343742932493,291.48111850739986,287.32872009277344,0.0,0.0,congestion
36.558031512985394,50.3038513618679,0.0,0.02857142857142857,13.945795770643372,20.908935801988438,28.15829305087819,27.04944475847839,297.11687139655453,284.987211227417,0.0,0.0,congestion
37.052290254641335,50.98395139038647,0.15,0.029411764705882353,12.645406975528712,19.54087831914075,27.806729981393524,25.3231025079257,174.31309682201984,177.9792308807373,1.0,0.0,congestion
36.59105892981382,50.349297087423814,0.29411764705882354,0.0,13.274514569103603,19.518244513929154,28.109911509922576,23.050554291304714,18.69611824638382,56.548118591308594,1.0,0.0,congestion
37.21333462069398,51.20554843807491,0.30612244897959184,0.0,11.215303305890238,14.194693209469463,27.686393622196082,16.533150205580952,-34.54533083447305,56.3349723815918,1.0,0.0,congestion
37.50054799821084,51.60075404553812,0.29411764705882354,0.0,9.75118905809589,11.905773183983646,27.428170612880162,17.76719736984485,-7.658785677141918,78.21083068847656,1.0,0.0,congestion
37.4101866372823,51.476416812900446,0.2857142857142857,0.0,13.241059787485343,17.201981309453977,27.516883962294635,21.41876688082693,-4.667650410700164,61.753034591674805,1.0,0.0,congestion
36.64564959622562,50.424413844406445,0.2857142857142857,0.02857142857142857,9.506792485403883,16.640770705231027,28.090967851526596,21.10199565569708,1.1370159870762229,61.93685531616211,1.0,0.0,congestion
36.58317453965225,50.338448166561484,0.2916666666666667,0.0,14.818075249084181,20.199859774346777,28.16330302845348,25.381267221352243,19.240876170818474,62.56222724914551,1.0,0.0,congestion
36.04602379469178,49.59932874149589,0.3137254901960784,0.0,11.76836975514676,21.56463189177886,28.558261254254507,20.786155047957912,-18.61803631112628,55.59515953063965,1.0,0.0,congestion
36.5081098932326,50.23515921308806,0.2916666666666667,0.0,9.543963455781233,16.555347438415147,28.22120984395345,20.05890611598945,-4.401616655487678,49.479007720947266,1.0,0.0,congestion
37.408969038705955,51.47474139725939,0.29411764705882354,0.027777777777777776,16.31676783389981,24.007029008806043,27.495316096714564,25.09060074786104,-10.133725580168134,69.0159797668457,1.0,0.0,congestion
37.04856470246195,50.97882503058764,0.3,0.02857142857142857,12.73763545353484,18.79270042844928,27.785469503963693,22.951192523804227,-5.179218643353699,51.45001411437988,1.0,0.0,congestion
35.96032133885474,49.48140216226412,0.3,0.0,15.670758078114424,27.068767676952678,28.626322746276855,27.11343906946971,24.031107189898712,80.68585395812988,1.0,0.0,congestion
35.270512564623665,48.53222528892216,0.30612244897959184,0.0,8.097806154599978,9.756244157574306,29.211456125432797,12.376890127360143,-29.74814162599128,56.06698989868164,1.0714285714285714,0.13333333333333333,congestion
37.308984328960626,51.33716243664981,0.29411764705882354,0.0,15.562339547177126,22.812332728504767,27.569001061575754,24.14399389826263,3.053870141038967,70.02997398376465,1.0,0.0,congestion
36.770778279686134,50.59659091284812,0.3,0.0,11.359929765548413,17.07079818222637,27.995376025929172,20.284329723763733,4.367803215531062,55.50193786621094,1.0,0.0,congestion
35.95710639632004,49.47697840133638,0.3,0.0,14.291485985005284,20.383744066858938,28.62888223984662,18.648089261572366,-4.058389767155129,52.53767967224121,1.0,0.0,congestion
36.353224925743696,50.022037497823334,0.2978723404255319,0.0,11.610526498595576,17.35777080018849,28.36749702692032,22.715211159878894,19.328964639786413,73.00829887390137,1.0,0.0,congestion
37.03848599260579,50.96495672582557,0.3076923076923077,0.0,14.43153135964327,22.977448032891196,27.77034214564732,22.865337967130035,-25.876710766490003,55.023908615112305,1.0,0.0,congestion
36.52411377162079,50.25718054975021,0.2857142857142857,0.0,11.797064570645723,15.860570771444895,28.18444195915671,17.54014774810687,-3.7883566953945644,44.75998878479004,1.0,0.0,congestion
36.573970105492464,50.32578286515763,0.2826086956521739,0.0,5.254495439209621,9.488926957243558,28.19628268480301,8.438005506542735,9.603618300752021,34.10911560058594,1.0,0.0,congestion
58.91810298983988,81.07130971401968,0.0,0.17857142857142858,14.788757271332472,22.39680795652343,17.60133107503255,26.800281732263993,-25.501426064300343,64.76402282714844,0.0,0.0,congestion
52.36610468117047,72.05576004129055,0.0,0.04,17.692197136332773,25.305827535902022,19.48604291799117,27.314508406348995,2.598945097084334,57.65700340270996,0.0,0.0,radio
52.566293711990426,72.33122014769883,0.0,0.09615384615384616,19.875095387603345,28.187933020201342,19.396608951045017,29.192745740584538,-0.5695233387525845,68.94087791442871,0.0,0.0,radio
54.16858666655646,74.53597525318169,0.0,0.06,14.20212654310682,21.616403118142113,18.837636830855388,22.104090645128366,-16.131918620613952,62.883853912353516,0.0,0.0,radio
52.377464739915624,72.0713914821239,0.0,0.061224489795918366,15.274797129371848,23.99660159327689,19.48993404706319,22.496256233204186,-1.7117257237217227,52.13022232055664,0.0,0.0,radio
50.68983453639445,69.74921232207876,0.0,0.0,11.364041085068031,17.488082725824597,20.13042994907924,18.23451330796566,3.1790396251656663,51.6510009765625,0.0,0.0,radio
51.39607300703318,70.72099645767766,0.0,0.02,13.176562116382312,19.73775291906883,19.85381574046855,20.575078335519315,-1.8312132427419003,45.50504684448242,0.0,0.0,radio
51.96618167299932,71.50546598204707,0.0,0.02040816326530612,15.761975116822622,22.005635172142654,19.64418590068817,25.049248549559113,0.9263647091512062,51.995277404785156,0.0,0.0,radio
51.49907755984666,70.862730722349,0.0,0.0784313725490196,18.155460160337825,25.329028727701576,19.806180000305176,27.546365920560405,1.4335765920478951,60.82606315612793,0.0,0.0,radio
53.82513273872355,74.06338264848361,0.0,0.06382978723404255,17.177942858485817,25.330415693775596,18.98256592128588,27.6377009066416,7.019075534234249,67.6422119140625,0.0,0.0,radio
53.61546262398808,73.77487657060759,0.0,0.058823529411764705,14.725378226071495,21.614005772542097,19.024362564086914,22.895442523993218,-6.404738415119919,54.733991622924805,0.0,0.0,radio
53.76978955806414,73.98723043189625,0.0,0.0784313725490196,17.89586504080011,24.88595468810352,18.969759941101074,26.119337584049088,-5.884878285669581,54.97097969055176,0.0,0.0,radio
53.39610032457891,73.47303404662058,0.0,0.061224489795918366,18.77798962258684,27.180918957487435,19.118125240008037,28.050084907666474,1.7874926754417908,58.862924575805664,0.0,0.0,radio
53.169544805848886,73.16129365284806,0.0,0.06,17.741044807518154,24.39889712234424,19.191591107115453,26.30223032331285,-5.098435438525991,52.74510383605957,0.0,0.0,radio
52.70473772119176,72.52171910435986,0.0,0.0196078431372549,12.367238833895062,18.2351594686815,19.35309886932373,20.93826154743121,1.786439811521611,46.10490798950195,0.0,0.0,radio
51.78825747685849,71.26064228815729,0.02040816326530612,0.08333333333333333,17.127192620380395,22.9329917155117,19.720234769455928,26.544780732208924,1.5485051111078718,56.4112663269043,1.0,0.0,radio
51.9775826054025,71.52115366503384,0.0196078431372549,0.08,19.853707063261066,27.787373427771584,19.631697207081075,28.094168991343437,-4.4211199906525485,64.54086303710938,1.0,0.0,radio
53.00925130175421,72.94072979121378,0.0,0.061224489795918366,16.901346512533564,24.90541971539083,19.257644812266033,24.820244573612626,-8.572728134418924,62.1798038482666,0.0,0.0,radio
53.20652816835897,73.21218275966194,0.0,0.058823529411764705,17.766531655443778,24.44997573474437,19.17057991027832,26.421343136956477,-0.9085779890199466,57.66701698303223,0.0,0.0,radio
52.423624504417546,72.13490731807855,0.0,0.08163265306122448,11.83079698077935,19.105163625332576,19.47277287642161,21.21339584320711,1.4887897167188926,53.39789390563965,0.0,0.0,radio
51.82475079998689,71.31085710078196,0.02,0.04081632653061224,14.40000244215684,19.863117082985426,19.697795311609905,22.214693879101674,-3.433436822504902,45.507192611694336,1.0,0.0,radio
52.05302310233914,71.62495978881866,0.019230769230769232,0.0196078431372549,9.288189238642904,14.286313140532698,19.59540367126465,17.16153815921482,-1.657244802239605,52.54483222961426,1.0,0.0,radio
52.66311134816583,72.46444121507618,0.0,0.04,16.56506525851251,22.51544835074261,19.376146550081213,25.147644801713273,-0.9918326354292505,56.56099319458008,0.0,0.0,radio
50.62393796180698,69.65853863544642,0.0,0.0625,17.315429640932486,23.889841059420487,20.17378807067871,28.01883014525468,4.817652902667309,61.82599067687988,0.0,0.0,radio
52.524954137856774,72.27433689369093,0.0,0.0392156862745098,15.21363432658913,25.330687456539266,19.41934108734131,25.139054117074746,6.840314819332585,74.33485984802246,0.0,0.0,radio
53.431540472276595,73.52179968985259,0.0,0.038461538461538464,11.117527538402662,17.424476963338314,19.46415901184082,22.714028170401935,0.6630999056702326,46.833038330078125,0.0,0.0,radio
